StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
עבירות תנועה,התנהגות רוכבי אופניים,עקיפת רכב עומד ללא זהירות - אופנים,
עבירות תנועה,התנהגות רוכבי אופניים,"עקיפת רכב עומד ע""י אופניים",
עבירות תנועה,התנהגות רוכבי אופניים,רווח בין אופניים לרכב אחר,
עבירות תנועה,התנהגות רוכבי אופניים,רכבת או הרכבת על אופניים ללא קסדת מגן,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה או הרכבה על אופניים חשמליים ללא קסדה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה או הרכבה על אופניים ללא קסדה- אחריות הורה בג,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה או הרכבת אחר על אופניים ללא קסדה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה באופניים בדרך שאינה עירונית שלא בשול,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה באופניים חשמליים ללא הציוד הנדרש,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה באופניים חשמליים על מעבר חציה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה באופניים ללא הציוד הנדרש,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה באופנים חשמליים בדרך לא עירונית שלא בשול,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים או תלת אופן חשמליים לא תקינים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים או תלת אופן חשמליים שלא על גבי המ,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים במנהרה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים במצב לא תקין,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים כשטרם מלאו 16 שנים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים כשטרם מלאו לך 16 שנים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים ללא פנס או מחזיר אור,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים לצד רכב אחר,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים על המדרכה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים חשמליים שלא בשביל אופניים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים כשברמזור לאופניים אור אדום,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים לא תקינים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים ללא פנס או מחזיר אור,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים לצד רכב אחר,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים על המדרכה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופניים שלא בשביל אופניים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על אופנים שלא בשביל לאופנים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע כשטרם מלאו לך 16 שנים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע ללא קסדת מגן מסומנת וקשורה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע על מדרכה,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה על גלגינוע שלא בשביל או נתיב לאופניים,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא בצד ימין כשאין שול או בחוסר זהירות,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא בצד ימין כשאין שול או בחוסר זהירות (אופנ,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על המושב,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על המושב בתלת אופן,
עבירות תנועה,התנהגות רוכבי אופניים,רכיבה שלא על מושב האופניים,
עבירות תנועה,התנהגות רוכבי אופניים,שמירת מרחק בין אופניים חשמליים לרכב שלפניו,
עבירות תנועה,חגורות בטיחות,חגורת בטיחות נוסע מושב אחורי,
עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע במושב אחורי לא חגור,
עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע במושב האחורי שאינו חגור,
עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע לא חגור (בין גילאים 8 ל 14),
עבירות תנועה,חגורות בטיחות,נהג המסיע נוסע לא חגור (מעל גיל 14),
עבירות תנועה,חגורות בטיחות,נהג ללא חגורת בטיחות,
עבירות תנועה,חגורות בטיחות,נהג ללא חגורת בטיחות,
עבירות תנועה,חגורות בטיחות,נהיגה ללא חגורת בטיחות,
עבירות תנועה,חגורות בטיחות,נוסע במושב האחורי לא חגור,
עבירות תנועה,חגורות בטיחות,נוסע במושב קדמי לא חגור,
עבירות תנועה,חגורות בטיחות,נוסע לא חגור,
עבירות תנועה,חגורות בטיחות,נוסע לא חגור,
עבירות תנועה,חוסר תאורה,אור דרך בדרך עירונית מוארת,
עבירות תנועה,חוסר תאורה,אי הארת רכב חונה,
עבירות תנועה,חוסר תאורה,אי תקינות מערכת פנס לנסיעה לאחור באוטובוס,
עבירות תנועה,חוסר תאורה,הסתרת אור פנס הבלימה,
עבירות תנועה,חוסר תאורה,"העדר אורות בעגלה הרתומה לבע""ח או לרכב אחר",
עבירות תנועה,חוסר תאורה,חוסר אורות במכונה ניידת או נגררת,
עבירות תנועה,חוסר תאורה,חוסר אורות ברכב,
עבירות תנועה,חוסר תאורה,לוחית זיהוי אחורית אינה מוארת,
עבירות תנועה,חוסר תאורה,לוחית זיהוי לא מוארת,
עבירות תנועה,חוסר תאורה,ללא אורות 1/11-31/3,
עבירות תנועה,חוסר תאורה,מערכת אורות בלתי תקינה,
עבירות תנועה,חוסר תאורה,מתקן מפיץ אור ברכב ארוך או רחב,
עבירות תנועה,חוסר תאורה,נהיגה ללא אורות,
עבירות תנועה,חוסר תאורה,נהיגה ללא אורות - אופנוע,
עבירות תנועה,חוסר תאורה,"נהיגה ללא אורות דלוקים-)אופנוע,מוני",
עבירות תנועה,חוסר תאורה,פנס אחורי אינו מאיר,
עבירות תנועה,חוסר תאורה,פנס אחורי לא תקין,
עבירות תנועה,חוסר תאורה,פנס חזית אחד ברכב אינו מאיר,
עבירות תנועה,חוסר תאורה,פנס/י חזית/פנס ימני/שמאלי אינו מאיר,
עבירות תנועה,חוסר תאורה,פנס/י חניה/רוחב/אחורי אינם נקיים,
עבירות תנועה,חוסר תאורה,פנסי חזית אינם מאירים,
עבירות תנועה,חוסר תאורה,פנסי חזית לא נקיים,
עבירות תנועה,חוסר תאורה,פנסי חניה/אחורי לא מאיר בעמידה בדרך לא מוארת,
עבירות תנועה,חוסר תאורה,צבע האורות בפנסי החזית אינו שווה,
עבירות תנועה,חוסר תאורה,שימוש בפנס לנסיעה אחורנית ללא צורך,
עבירות תנועה,חניה אסורה,"(נהיגה ברכב ללא רשות(שבל""ר",
עבירות תנועה,חניה אסורה,אי ציות לתמרור 432 - איסור חניה,
עבירות תנועה,חניה אסורה,אי ציות לתמרור 435 - איסור חניה,
עבירות תנועה,חניה אסורה,אי ציות לתמרור 820,
עבירות תנועה,חניה אסורה,אי ציות לתמרור ב-28,
עבירות תנועה,חניה אסורה,אי ציות לתמרור ב-57,
עבירות תנועה,חניה אסורה,אי ציות לתמרור ב/1/-22,
עבירות תנועה,חניה אסורה,אי ציות לתמרור ד-15,
עבירות תנועה,חניה אסורה,החניית רכב על שביל המיועד לאופניים,
עבירות תנועה,חניה אסורה,החניית רכב רחב מ 5.2 מ,
עבירות תנועה,חניה אסורה,החניית רכב שתוקף רשיונו פקע,
עבירות תנועה,חניה אסורה,"החנית את הרכב הנ""ל במקום המיועד לנכים בלבד",
עבירות תנועה,חניה אסורה,"החנת את הרכב הנ""ל לאורך אבני שפה אדום-לבן",
עבירות תנועה,חניה אסורה,העמדה או חנייה ליד קו הפרדה רצוף,
עבירות תנועה,חניה אסורה,העמדה של רכב שרחבו מעל 2.50 מטר,
עבירות תנועה,חניה אסורה,העמדה/חניה במקום אסור לחניה ומסומן,
עבירות תנועה,חניה אסורה,העמדה/חניה במקום אסור לחניה ומסומן,
עבירות תנועה,חניה אסורה,העמדה/חניה במקום בו הותרה לרכב אחר,
עבירות תנועה,חניה אסורה,העמדה/חניה במקום שהותר לרכב אחר,
עבירות תנועה,חניה אסורה,העמדה/חניה במקום שהותר לרכב אחר,
עבירות תנועה,חניה אסורה,העמדת רכב אחרי תמרור תחנת אוטובוס,
עבירות תנועה,חניה אסורה,העמדת רכב במקום שנקבע לרכב מסוים,
עבירות תנועה,חניה אסורה,העמדת רכב ברציף או בתחנה,
עבירות תנועה,חניה אסורה,העמדת רכב בתוך צומת,
עבירות תנועה,חניה אסורה,העמדת רכב בתוך שטח הפרדה,
עבירות תנועה,חניה אסורה,העמדת רכב בתחום של תחנת אוטובוס,
עבירות תנועה,חניה אסורה,העמדת רכב בתחום תחנת מוניות,
עבירות תנועה,חניה אסורה,העמדת רכב המפריעה לתנועה,
עבירות תנועה,חניה אסורה,"העמדת רכב יותר מ-40 ס""מ משפת הכביש",
עבירות תנועה,חניה אסורה,העמדת רכב לצידו של רכב חונה,
עבירות תנועה,חניה אסורה,העמדת רכב מול תחום תחנת אוטובוס,
עבירות תנועה,חניה אסורה,העמדת רכב ממול לתחנת אוטובוס,
עבירות תנועה,חניה אסורה,העמדת רכב על המדרכה,
עבירות תנועה,חניה אסורה,העמדת רכב על המדרכה,
עבירות תנועה,חניה אסורה,העמדת רכב על מדרכה באופן המפריע להולכי רגל,
עבירות תנועה,חניה אסורה,"הפרעה/עיכוב תנועה ע""י עובר דרך",
עבירות תנועה,חניה אסורה,חנה מול תמרור תחנת אוטובוס,
עבירות תנועה,חניה אסורה,"חניה במרחק העולה על 40 ס""מ משפת הכביש",
עבירות תנועה,חניה אסורה,חניה המפריעה לתנועה,
עבירות תנועה,חניה אסורה,חניה שלא בקו מקביל לשפת הכביש,
עבירות תנועה,חניה אסורה,חנייה בצד שמאל של דרך דו-סיטרית,
עבירות תנועה,חניה אסורה,חנייה בתחום 12מ ממעבר חצייה,
עבירות תנועה,חניה אסורה,נהיגה שברמזור אות אופקי 708 (בצומת),
עבירות תנועה,חניה אסורה,עצירה אחרי תמרור תחנת אוטובוס,
עבירות תנועה,חניה אסורה,עצירה בניגוד לכיוון הנסיעה,
עבירות תנועה,חניה אסורה,עצירה בצד מעקה בטיחות,
עבירות תנועה,חניה אסורה,עצירה בצד שמאל של דרך דו-סטרית,
עבירות תנועה,חניה אסורה,"עצירה בצד שמאל של דרך דו סטרית או דרך המחולקת ע""י",
עבירות תנועה,חניה אסורה,עצירה בתוך 20 מטר מתחנת אוטובוס,
עבירות תנועה,חניה אסורה,עצירה בתחום 2 מטר מברז כיבוי-מסומן על המדרכה,
עבירות תנועה,חניה אסורה,עצירה בתחום 20 מטר ממפגש רכבת,
עבירות תנועה,חניה אסורה,עצירה דרך לא ערונית שלא להעלאת/הורדת נוסעים,
עבירות תנועה,חניה אסורה,עצירה המפריעה לתנועה,
עבירות תנועה,חניה אסורה,עצירה וחנייה בתחום תחנת אוטובוס,
עבירות תנועה,חניה אסורה,עצירה לפני תמרור תחנת אוטובוס,
עבירות תנועה,חניה אסורה,עצירה מול תחום תחנת אוטובוס -כביש פחות מ-12מ',
עבירות תנועה,חניה אסורה,עצירה מול תמרור תחנת אוטובסבשטח מאחורי התמרור,
עבירות תנועה,חניה אסורה,עצירה על גשר,
עבירות תנועה,חניה אסורה,עצירה על שול דרך - דרך לא עירונית,
עבירות תנועה,חניה אסורה,עצירת רכב או חלק ממנו על המדרכה,
עבירות תנועה,חניה אסורה,עצירת רכב בין גדרות כביש מהיר,
עבירות תנועה,חניה אסורה,עצירת רכב במקום המיועד לנכה,
עבירות תנועה,חניה אסורה,עצירת רכב בצד שמאל של הדרך,
עבירות תנועה,חניה אסורה,עצירת רכב על שביל אופניים מסומן,
עבירות תנועה,חניה אסורה,"רכב במדרכה,2 גלגלים,מעבר 1.3מ',מותר לעצור בכביש",
עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור 433 - איסור חניה,
עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור 818,
עבירות תנועה,חניה בתחום מוגבל,אי ציות לתמרור ב-29,
עבירות תנועה,חניה בתחום מוגבל,החניית רכב שרוחבו עולה על 50.2 מטר,
עבירות תנועה,חניה בתחום מוגבל,העמדה במקום המיועד לנכה,
עבירות תנועה,חניה בתחום מוגבל,העמדה במקום המיועד לנכה,
עבירות תנועה,חניה בתחום מוגבל,העמדה/החנייה לצד רכב חונה,
עבירות תנועה,חניה בתחום מוגבל,העמדה/החנייה סמוך לקו עצירה,
עבירות תנועה,חניה בתחום מוגבל,העמדת רכב בתחום 12 מטר מצומת,
עבירות תנועה,חניה בתחום מוגבל,העמדת רכב על המדרכה-קנס מוגדל,
עבירות תנועה,חניה בתחום מוגבל,העמדת רכב שלא במקביל לשפת הכביש,
עבירות תנועה,חניה בתחום מוגבל,העמדת/החניית רכב במעבר חצייה,
עבירות תנועה,חניה בתחום מוגבל,העמדת/החניית רכב המפריע לתנועה,
עבירות תנועה,חניה בתחום מוגבל,הפרעה וסיכון לתנועה (נסיבות מחמירות),
עבירות תנועה,חניה בתחום מוגבל,חניה באזור חניה מוגבלת,
עבירות תנועה,חניה בתחום מוגבל,חניה באזור מוגבל,
עבירות תנועה,חניה בתחום מוגבל,חניה בכניסה לשטח של כלי רכב,
עבירות תנועה,חניה בתחום מוגבל,חניה במקום השמור לנכה - קנס מוגדל,
עבירות תנועה,חניה בתחום מוגבל,חניה לפני מעבר חצייה,
עבירות תנועה,חניה בתחום מוגבל,חניה מול תחנת אוטובוס,
עבירות תנועה,חניה בתחום מוגבל,חניה מול תחנת אוטובוס,
עבירות תנועה,חניה בתחום מוגבל,חניה על מדרכה באזור מוגבל,
עבירות תנועה,חניה בתחום מוגבל,חניה על שביל אופניים-קנס מוגדל,
עבירות תנועה,חניה בתחום מוגבל,חנייה בתחום 12 מ לפני מעבר חצייה,
עבירות תנועה,חניה בתחום מוגבל,חנייה בתחום מסומן של 5מ מברז כבוי,
עבירות תנועה,חניה בתחום מוגבל,עצירה במעבר חצייה,
עבירות תנועה,חניה בתחום מוגבל,עצירה בניגוד לכיוון הנסיעה,
עבירות תנועה,חניה בתחום מוגבל,עצירה בתוך 20 מטר מתחנת אוטובוס,
עבירות תנועה,חניה בתחום מוגבל,עצירה בתחום 20 מטר ממפגש רכבת,
עבירות תנועה,חניה בתחום מוגבל,עצירה בתחום תחנת אוטובוס,
עבירות תנועה,חניה בתחום מוגבל,עצירה המפריעה לתנועה,
עבירות תנועה,חניה בתחום מוגבל,עצירה לצד רכב חונה,
עבירות תנועה,חניה בתחום מוגבל,עצירת רכב בצד מעקה בטיחות,
עבירות תנועה,חניה בתחום מוגבל,עצירת רכב סמוך לקו עצירה שלפני צומת או מעבר חציה (,
עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 433 - איסור עצירה,
עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 511,
עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 512-עצירה במפרץ לסוג רכב מסוים,
עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 513 - עצירת רכב לא מורשה,
עבירות תנועה,חניה בתנאים מחמירים,אי ציות לתמרור 818,
עבירות תנועה,חניה בתנאים מחמירים,החניית רכב בתוך צומת,
עבירות תנועה,חניה בתנאים מחמירים,חניה באופן המסתיר תמרור-קנס מוגדל,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בכביש המסומן בקו הפרדה,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בכביש ליד קו הפרדה בלתי מרוסק,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בכניסה לשטח המיועד להולכי רגל,
עבירות תנועה,חניה בתנאים מחמירים,עצירה במעבר חציה,
עבירות תנועה,חניה בתנאים מחמירים,עצירה במעבר חצייה,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בצד רכב אחר,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בצד רכב אחר חונה,
עבירות תנועה,חניה בתנאים מחמירים,עצירה בתוך צומת,
עבירות תנועה,חניה בתנאים מחמירים,עצירה לפני מעבר חציה בתחום 12 מטר,
עבירות תנועה,חניה בתנאים מחמירים,עצירה סמוך לקו העצירה שלפני צומת/מעבר חצייה (בתחום,
עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב במעבר חציה,
עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב במעבר חציה,
עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב בתחום 12 מטר מצומת,
עבירות תנועה,חניה בתנאים מחמירים,עצירת רכב בתחום 12 מטר מצומת,
עבירות תנועה,לא ידוע,אחריות בעל רכב,
עבירות תנועה,לא ידוע,אחריות בעל רכב (מחזיק),
עבירות תנועה,לקויים מכניים,אי החלפת אגד דסקיות,
עבירות תנועה,לקויים מכניים,אי החלפת דיסקה יומית,
עבירות תנועה,לקויים מכניים,אי החלפת דיסקה יומית,
עבירות תנועה,לקויים מכניים,אי ציון פרטי נהג/נסיעה בטכוגרף,
עבירות תנועה,לקויים מכניים,אי שמירת דיסקות יומיות ברכב,
עבירות תנועה,לקויים מכניים,אי תקינות דלתות ופתחים באוטובוס,
עבירות תנועה,לקויים מכניים,אי תקינות חיבור האופנים לסרן,
עבירות תנועה,לקויים מכניים,אי תקינות מושבים באוטובוס,
עבירות תנועה,לקויים מכניים,אין 3 מראות תשקיף ברכב משנת 1990,
עבירות תנועה,לקויים מכניים,אין דסקת טכוגרף-מסחרי8000 -15999קג משנת 1990,
עבירות תנועה,לקויים מכניים,דיסקה/ות לא נקיה/תקינה/נקיות/תקינות,
עבירות תנועה,לקויים מכניים,"העדר דיסקת טכוגרף -רכב מסחרי/עבודה 16,000קג+",
עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף אוטובוס אחר משקל 8000קג+,
עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף באוטובוס קו שירות,
עבירות תנועה,לקויים מכניים,העדר דיסקת טכוגרף רזרבית,
עבירות תנועה,לקויים מכניים,העדר טכוגרף תקין ברכב,
עבירות תנועה,לקויים מכניים,העדר מגופות תקינות ושלמות בטכוגרף,
עבירות תנועה,לקויים מכניים,"העדר מטפה (למעט רכב פרטי, טרקטור ואופנוע)",
עבירות תנועה,לקויים מכניים,העדר משולש אזהרה (למעט אופנוע),
עבירות תנועה,לקויים מכניים,העדר תעודת מכייל מוסמך תקפה,
עבירות תנועה,לקויים מכניים,הרכב נמצא במצב העלול לסכן עוברי דרך,
עבירות תנועה,לקויים מכניים,חוסר מכשיר בטיחות,
עבירות תנועה,לקויים מכניים,"טכוגרף-רכב חמ""ס מ-1990, מ-8000 ק""ג",
עבירות תנועה,לקויים מכניים,לא ניהלת יומן אישי חודשי ברכב עם טכוגרף,
עבירות תנועה,לקויים מכניים,לוחית זיהוי אינה לפי התקן,
עבירות תנועה,לקויים מכניים,מד מהירות אינו תקין (למעט רכב איטי),
עבירות תנועה,לקויים מכניים,מצב הרכב עלול לסכן עוברי דרך,
עבירות תנועה,לקויים מכניים,"נגרר ללא ציוד ,אביזרים, או סימון",
עבירות תנועה,לקויים מכניים,נהיגה ברכב שניתנה עליו הודעת אי שימוש,
עבירות תנועה,לקויים מכניים,פנס בלימה לא תקין,
עבירות תנועה,לקויים מכניים,צמיגים שאינם לפי המידה שנקבעה,
עבירות תנועה,לקויים מכניים,קצין בטיחות לא פיקח על תקינות רכב,
עבירות תנועה,לקויים מכניים,רכב לא תקין ללא מתן הודעת אי שימוש - בעלים,
עבירות תנועה,לקויים מכניים,"רכב שמבנהו,ציודו,אביזריו שלא לפי התקנות",
עבירות תנועה,לקויים מכניים,שימוש ברכב שניזוק,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בדרך שאינה פנויה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בירידה תלולה או ארוכה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בכניסה לעקומות,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בעת התקרבות אל אוטובוס חונה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בעת עקיפת קבוצת אנשים,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בפגישה או עקיפת בעלי חיים,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בקרבת קבוצת אנשים,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בשדה ראייה מוגבל,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה בשטח בנוי,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה כשהראות מוגבלת,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני גשר צר,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני מעבר חציה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,אי האטה לפני מעבר חצייה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,מהירות בלתי סבירה,
עבירות תנועה,מהירות מופרזת בנסיבות המקרה,מהירות בלתי סבירה,
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(דרך שאינה עירונית-(90קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"(רכב מנועי-דרך מהירה (100 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע 50 סמ""ק,בינעירוני,עד 25 קמ""ש מעל המותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע 50סמ""ק ,26קמ""ש ומעלה,בנערוני,26-40 קמש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"אופנוע50 סמ""קמהירותבינעירוני 26-40",
עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות בעל הרכב או בעל השליטה,
עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות בעל הרכב או מי שהרכב בשליטתו,
עבירות תנועה,מהירות מופרזת לגבי החוק,"אחריות כנגד נהג, בעל שליטה, בעל רכב",
עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות שילוחית - חריגה בשעות נהיגה,
עבירות תנועה,מהירות מופרזת לגבי החוק,אחריות שילוחית - קצין בטיחות,
עבירות תנועה,מהירות מופרזת לגבי החוק,אי ציות לתמרור ב- 20 מהירות  עירוני,
עבירות תנועה,מהירות מופרזת לגבי החוק,אי ציות תמרור ב 20 מהירות בינעירוני,
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך לא עירונית תמרור 426, 41 קמ""ש+ מעל המותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה  עם תמרור 426 מ-41 קמ""ש ומעלה.",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 110קמ""ש 26 עד 40קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 426 , מ-26 עד 40 יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה 426 עד25 קמ""ש יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-26עד40יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-26עד40יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך מהירה ב-20 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה ב-20 עד25 קמ""ש יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה,אוטובוס וטיולית 41 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך מהירה,מעל 12 טון,41-50 קמ""ש מעל המותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית 426, מ-31 קמ""ש  ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית 50 קמ""ש,  מ-31 קמ""ש  ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-21 עד30 קמ""ש מעל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-31קמ""ש יותר ומעל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 מ-31קמ""ש יותר ומעל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 עד20 קמ""ש מעלהמותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית ב-20 עד20 קמ""ש מעלהמותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מ-31קמ""ש יותר ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מ-31קמ""ש יותר ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד 30 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד30 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות מ-21 ועד30 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך עירונית מהירות מ-31 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך עירונית מהירות עד 20 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית (80 קמ""ש) מ-41 יותר ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית 90 קמ""ש מ41 ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-26עד40יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-20 עד 25 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית ב-66 מ-26עד40יות,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-26 עד 40 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-26 עד 40 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-41 יותר ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,דרך שאינה עירונית מ-41 יותר ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית עד 25 קמ""ש יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית עד 25 קמ""ש יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מ-12,000 קג ,בינערוני,תמרור 426 מעל 80קמ""ש",
