"disease_type","Jerusalem","Zefat","Kinneret","Afula","Akko","Nazareth","Haifa","Hadera","Ha'Sharon","Petach Tiqwa","Ramla","Rehovot","Tel Aviv","Beer Sheva","Ashqelon","disease_type_heb","week_num","year"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","19","2021"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","19","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"דלקת כבד נגיפית אחרת","19","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","19","2021"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","19","2021"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","19","2021"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","19","2021"
"Acute viral meningitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","19","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","19","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","19","2021"
"Gonorrhea",0,0,0,0,0,0,2,0,0,0,0,4,8,0,0,"זיבה","19","2021"
"H. influenzae b invasive infection",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","19","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","19","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","19","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","19","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","19","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","19","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","19","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","19","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","19","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","19","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","19","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","19","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","19","2021"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,4,0,2,0,0,9,9,3,0,"כלמידיה טרכומטיס בדרכי המין","19","2021"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","19","2021"
"Listeriosis",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"ליסטריוזיס","19","2021"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","19","2021"
"Cutaneous leishmaniasis",2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"לישמניאזיס של העור","19","2021"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","19","2021"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"מחלת הלגיונרים","19","2021"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","19","2021"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","19","2021"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","19","2021"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","19","2021"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","19","2021"
"Salmonellosis of the gastrointestinal tract",16,0,0,0,2,1,5,0,4,0,0,1,13,0,0,"סלמונלוזיס של דרכי העיכול","19","2021"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,"עגבת ראשונית ושניונית","19","2021"
"Syphilis - other",0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,"עגבת אחרת ומאוחרת","19","2021"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","19","2021"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","19","2021"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","19","2021"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","19","2021"
"Q fever",0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,"קדחת Q","19","2021"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"קדחת דנגי","19","2021"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","19","2021"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","19","2021"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","19","2021"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","19","2021"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","19","2021"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","19","2021"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","19","2021"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","19","2021"
"Campylobacteriosis",35,0,0,0,10,0,45,0,12,0,0,0,105,0,2,"קמפילובקטריוזיס","19","2021"
"Criptosporidiosis",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"קריפטוספורידיוזיס","19","2021"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","19","2021"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,"שחפת ריאות פעילה","19","2021"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"שחפת מחוץ לריאות","19","2021"
"Shigellosis",7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"שיגלוזיס","19","2021"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","19","2021"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","19","2021"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","19","2021"
"Pertussis",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"שעלת","19","2021"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","19","2021"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","19","2021"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","19","2021"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","19","2021"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","19","2021"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","19","2021"
"Varicella - Chickenpox",1,0,0,0,0,0,1,0,0,0,1,2,1,0,2,"אבעבועות רוח","20","2021"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","20","2021"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","20","2021"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","20","2021"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","20","2021"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","20","2021"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","20","2021"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","20","2021"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","20","2021"
"Brucellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"ברוצלוזיס","20","2021"
"Giardiasis",0,0,0,0,0,0,0,0,2,0,1,8,17,0,0,"ג'יארדיאזיס","20","2021"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","20","2021"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","20","2021"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","20","2021"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","20","2021"
"Acute Hepatitis B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","20","2021"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","20","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","20","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","20","2021"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"דלקת עוצבה חדה מנינגוקוקית","20","2021"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"דלקת עוצבה חדה ע""י Hib","20","2021"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","20","2021"
"Acute viral meningitis",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"דלקת עוצבה נגיפית","20","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","20","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","20","2021"
"Gonorrhea",0,0,0,0,0,0,1,0,0,0,0,5,1,0,2,"זיבה","20","2021"
"H. influenzae b invasive infection",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","20","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","20","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","20","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","20","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","20","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","20","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","20","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","20","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","20","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"טיפוס מוריני","20","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","20","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","20","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","20","2021"
"Chlamydia trachomatis of the genital tract",0,0,0,0,0,0,0,0,9,0,1,4,22,0,1,"כלמידיה טרכומטיס בדרכי המין","20","2021"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","20","2021"
"Listeriosis",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"ליסטריוזיס","20","2021"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","20","2021"
"Cutaneous leishmaniasis",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"לישמניאזיס של העור","20","2021"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","20","2021"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת הלגיונרים","20","2021"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","20","2021"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","20","2021"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","20","2021"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","20","2021"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","20","2021"
"Salmonellosis of the gastrointestinal tract",6,0,0,0,0,0,1,0,0,0,2,8,11,1,0,"סלמונלוזיס של דרכי העיכול","20","2021"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,"עגבת ראשונית ושניונית","20","2021"
"Syphilis - other",0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,"עגבת אחרת ומאוחרת","20","2021"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","20","2021"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","20","2021"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","20","2021"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","20","2021"
"Q fever",0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,"קדחת Q","20","2021"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","20","2021"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","20","2021"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","20","2021"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"קדחת כתמים","20","2021"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","20","2021"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","20","2021"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","20","2021"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","20","2021"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","20","2021"
"Campylobacteriosis",0,0,0,0,0,0,1,0,12,0,24,41,33,0,2,"קמפילובקטריוזיס","20","2021"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"קריפטוספורידיוזיס","20","2021"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","20","2021"
"Tuberculosis - active pulmonary",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,"שחפת ריאות פעילה","20","2021"
"Tuberculosis - extrapulmonary",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"שחפת מחוץ לריאות","20","2021"
"Shigellosis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיגלוזיס","20","2021"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","20","2021"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","20","2021"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","20","2021"
"Pertussis",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"שעלת","20","2021"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","20","2021"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","20","2021"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","20","2021"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","20","2021"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","20","2021"
"Food/Water borne infections",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","20","2021"
"Varicella - Chickenpox",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"אבעבועות רוח","21","2021"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","21","2021"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","21","2021"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","21","2021"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","21","2021"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","21","2021"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","21","2021"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","21","2021"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","21","2021"
"Brucellosis",3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,"ברוצלוזיס","21","2021"
"Giardiasis",0,0,0,0,2,0,21,0,0,0,0,0,1,0,0,"ג'יארדיאזיס","21","2021"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","21","2021"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","21","2021"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","21","2021"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"דלקת כבד נגיפית A","21","2021"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","21","2021"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","21","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","21","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","21","2021"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","21","2021"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","21","2021"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","21","2021"
"Acute viral meningitis",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","21","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","21","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","21","2021"
"Gonorrhea",0,0,0,0,0,1,4,0,0,0,0,0,6,1,0,"זיבה","21","2021"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","21","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","21","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","21","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","21","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","21","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","21","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","21","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","21","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","21","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","21","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","21","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","21","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","21","2021"
"Chlamydia trachomatis of the genital tract",0,0,0,1,0,4,18,0,0,0,0,0,4,9,0,"כלמידיה טרכומטיס בדרכי המין","21","2021"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","21","2021"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"ליסטריוזיס","21","2021"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","21","2021"
"Cutaneous leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"לישמניאזיס של העור","21","2021"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","21","2021"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"מחלת הלגיונרים","21","2021"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","21","2021"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","21","2021"
"GAS Invasive Infection",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","21","2021"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","21","2021"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","21","2021"
"Salmonellosis of the gastrointestinal tract",1,0,0,1,0,0,4,0,0,0,0,1,8,1,0,"סלמונלוזיס של דרכי העיכול","21","2021"
"Syphilis - primary and secondary",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","21","2021"
"Syphilis - other",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","21","2021"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","21","2021"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","21","2021"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","21","2021"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","21","2021"
"Q fever",3,0,0,3,0,0,0,0,0,44,0,0,3,0,0,"קדחת Q","21","2021"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","21","2021"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","21","2021"
"Relapsing fever",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","21","2021"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","21","2021"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","21","2021"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","21","2021"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","21","2021"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","21","2021"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","21","2021"
"Campylobacteriosis",0,0,0,0,18,1,24,0,0,0,0,1,20,0,0,"קמפילובקטריוזיס","21","2021"
