disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Giardiasis,7,0,0,0,4,1,0,0,0,0,0,0,9,0,0,ג'יארדיאזיס,31,2021,21
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,31,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,31,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,31,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,31,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,31,2021,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,31,2021,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,31,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,31,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,31,2021,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",31,2021,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,31,2021,0
Acute viral meningitis,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,31,2021,7
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,31,2021,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,31,2021,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,זיבה,31,2021,2
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",31,2021,0
Meningococcal invasive infection,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",31,2021,1
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"זיהום פולשני ע""י פנוימוקוק",31,2021,1
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,31,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,31,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,31,2021,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,31,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,31,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,31,2021,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,31,2021,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,31,2021,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,31,2021,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,31,2021,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,כלמידיה טרכומטיס בדרכי המין,31,2021,2
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,31,2021,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,31,2021,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,31,2021,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,31,2021,0
Leptospirosis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,31,2021,1
Legionellosis,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,מחלת הלגיונרים,31,2021,2
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,31,2021,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,31,2021,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,31,2021,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,31,2021,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,31,2021,0
Salmonellosis of the gastrointestinal tract,2,1,0,0,9,5,1,0,0,0,0,3,3,1,0,סלמונלוזיס של דרכי העיכול,31,2021,25
Syphilis - primary and secondary,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,עגבת ראשונית ושניונית,31,2021,3
Syphilis - other,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,31,2021,4
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,31,2021,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,31,2021,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,31,2021,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,31,2021,0
Q fever,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,קדחת Q,31,2021,4
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,31,2021,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,31,2021,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,31,2021,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,31,2021,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,31,2021,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",31,2021,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",31,2021,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,31,2021,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,31,2021,0
Campylobacteriosis,6,0,0,0,9,4,0,0,0,0,0,0,22,0,0,קמפילובקטריוזיס,31,2021,41
Criptosporidiosis,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,קריפטוספורידיוזיס,31,2021,3
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,31,2021,0
Tuberculosis - active pulmonary,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,שחפת ריאות פעילה,31,2021,3
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,שחפת מחוץ לריאות,31,2021,1
Shigellosis,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,שיגלוזיס,31,2021,7
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",31,2021,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",31,2021,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),31,2021,0
Pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שעלת,31,2021,0
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",31,2021,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,31,2021,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,31,2021,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,31,2021,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,31,2021,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,31,2021,0
Varicella - Chickenpox,3,0,0,0,0,0,0,0,0,0,0,1,10,0,0,אבעבועות רוח,32,2021,14
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,32,2021,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,32,2021,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,32,2021,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",32,2021,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,32,2021,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,32,2021,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,32,2021,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,32,2021,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ברוצלוזיס,32,2021,1
Giardiasis,0,0,0,0,0,0,1,0,0,0,0,1,28,0,0,ג'יארדיאזיס,32,2021,30
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,32,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,32,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,32,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,32,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,32,2021,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,32,2021,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,32,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,32,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,32,2021,0
Meningitis - Haemophilus influenzae b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",32,2021,1
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,32,2021,0
Acute viral meningitis,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,32,2021,5
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,32,2021,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,32,2021,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,זיבה,32,2021,7
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",32,2021,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",32,2021,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",32,2021,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,32,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,32,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,חזרת,32,2021,1
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,32,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,32,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,32,2021,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,32,2021,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,32,2021,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,32,2021,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,32,2021,0
Chlamydia trachomatis of the genital tract,6,0,0,1,0,0,1,0,0,0,0,2,6,0,0,כלמידיה טרכומטיס בדרכי המין,32,2021,16
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,32,2021,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ליסטריוזיס,32,2021,1
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,32,2021,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,32,2021,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,32,2021,0
Legionellosis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,32,2021,1
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,32,2021,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,32,2021,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,32,2021,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,32,2021,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,32,2021,0
Salmonellosis of the gastrointestinal tract,5,0,0,0,0,0,3,0,0,0,0,1,8,0,0,סלמונלוזיס של דרכי העיכול,32,2021,17
Syphilis - primary and secondary,0,0,0,1,0,0,0,0,0,0,0,5,20,0,0,עגבת ראשונית ושניונית,32,2021,26
Syphilis - other,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,עגבת אחרת ומאוחרת,32,2021,13
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,32,2021,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,32,2021,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,32,2021,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,32,2021,0
Q fever,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,קדחת Q,32,2021,8
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,32,2021,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,32,2021,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,32,2021,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,32,2021,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,32,2021,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",32,2021,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",32,2021,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,32,2021,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,32,2021,0
Campylobacteriosis,39,0,0,0,0,0,9,0,0,0,0,0,40,0,0,קמפילובקטריוזיס,32,2021,88
Criptosporidiosis,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,קריפטוספורידיוזיס,32,2021,15
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,32,2021,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,שחפת ריאות פעילה,32,2021,3
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,שחפת מחוץ לריאות,32,2021,1
Shigellosis,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,שיגלוזיס,32,2021,3
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",32,2021,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",32,2021,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),32,2021,0
Pertussis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,שעלת,32,2021,1
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",32,2021,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,32,2021,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,32,2021,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,32,2021,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,32,2021,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,32,2021,0
Varicella - Chickenpox,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,אבעבועות רוח,33,2021,8
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,33,2021,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,33,2021,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,33,2021,0
E. coli O157:H7 infection,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",33,2021,1
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,33,2021,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,33,2021,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,33,2021,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,33,2021,0
Brucellosis,4,0,0,4,3,0,0,0,0,0,1,0,0,13,0,ברוצלוזיס,33,2021,25
Giardiasis,0,0,0,1,3,0,0,0,0,0,0,0,12,0,0,ג'יארדיאזיס,33,2021,16
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,33,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,33,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,33,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,33,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,33,2021,0
Acute Hepatitis C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,33,2021,1
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,33,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,33,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,33,2021,0
Meningitis - Haemophilus influenzae b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",33,2021,1
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,33,2021,0
Acute viral meningitis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,33,2021,1
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,33,2021,0
Meningitis - other,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,33,2021,3
Gonorrhea,0,0,0,1,0,0,0,0,0,0,0,0,15,0,1,זיבה,33,2021,17
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"זיהום פולשני ע""י Hib",33,2021,1
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",33,2021,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",33,2021,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,33,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,33,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,33,2021,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,33,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,33,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,33,2021,0
Murine typhus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,טיפוס מוריני,33,2021,1
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,33,2021,0
Non cholera vibrio infection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,33,2021,1
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,33,2021,0
Chlamydia trachomatis of the genital tract,0,0,7,3,0,0,0,0,0,0,0,3,46,0,0,כלמידיה טרכומטיס בדרכי המין,33,2021,59
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,33,2021,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ליסטריוזיס,33,2021,1
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,33,2021,0
Cutaneous leishmaniasis,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,33,2021,3
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,33,2021,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,מחלת הלגיונרים,33,2021,2
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,33,2021,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,33,2021,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,33,2021,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,33,2021,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,33,2021,0
Salmonellosis of the gastrointestinal tract,14,0,9,2,8,1,0,0,0,0,1,5,4,0,2,סלמונלוזיס של דרכי העיכול,33,2021,46
Syphilis - primary and secondary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,33,2021,1
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,עגבת אחרת ומאוחרת,33,2021,1
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,33,2021,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,33,2021,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,33,2021,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,33,2021,0
Q fever,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,קדחת Q,33,2021,5
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,33,2021,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,33,2021,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,33,2021,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,33,2021,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,קדחת מערב הנילוס,33,2021,3
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",33,2021,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",33,2021,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,33,2021,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,33,2021,0
