Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
7500,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201807,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.27,0.04,0.13,0.36,15.18,0.28,,2.34,0.77,,,,,,,,91.4,9.76,4.7,4.22,510773922,29/05/2019
7501,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201808,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.37,0.07,-0.10,0.20,15.76,0.28,,2.5,3.29,,,,,,,,91.6,10.15,4.79,4.28,510773922,29/05/2019
7502,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201809,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.30,0.01,-0.08,0.21,16,0.28,,0.13,3.42,,,,,,,,91.4,10.31,4.82,4.4,510773922,29/05/2019
7503,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201810,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.36,0.01,-0.14,0.21,15.79,0.28,,-2.55,0.79,,,,,,,,91,10.54,4.88,4.43,510773922,29/05/2019
7504,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201811,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.31,0.01,-0.12,0.18,16.12,0.28,,0.97,1.77,,,,,,,,91,10.51,4.87,4.41,510773922,29/05/2019
7505,9922,ארם - קופת גמל לתגמולים של ארגון הרופאים עובדי המדינה עד 50,תגמולים ואישית לפיצויים,"ארגון הרופאים, אגודה עות'מאנית",ארם גמולים - חברה לניהול קופות גמל בע''מ,201812,10/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.38,0.01,-0.18,0.19,15.41,0.28,,-5.52,-3.85,,,,,,,,91,9.82,4.64,4.15,510773922,29/05/2019
7506,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201801,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.28,0.27,,2.22,2.22,,,,,,,,97.5,0.14,0.08,0.05,520027624,29/05/2019
7507,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201802,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.28,0.27,,-2.1,0.07,,,,,,,,97.6,0.14,0.08,0.05,520027624,29/05/2019
7508,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201803,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.04,0.04,0.32,0.27,,-1,-0.93,,,,,,,,97.3,0.15,0.08,0.05,520027624,29/05/2019
7509,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201804,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.14,0.14,0.46,0.27,,0.54,-0.39,,,,,,,,98,0.2,0.12,0.07,520027624,29/05/2019
7510,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201805,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,-0.02,-0.02,0.43,0.27,,0.34,-0.05,,,,,,,,98,0.23,0.14,0.09,520027624,29/05/2019
7511,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201806,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.43,0.27,,-0.05,-0.1,,,,,,,,97.8,0.23,0.14,0.09,520027624,29/05/2019
7512,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201807,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.44,0.27,,1.7,1.59,,,,,,,,98.1,0.23,0.15,0.11,520027624,29/05/2019
7513,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201808,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.45,0.27,,1.45,3.07,,,,,,,,98.1,0.23,0.14,0.11,520027624,29/05/2019
7514,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201809,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.45,0.27,,0.04,3.11,,,,,,,,98.1,0.23,0.14,0.11,520027624,29/05/2019
7515,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201810,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.44,0.27,,-2.57,0.46,,,,,,,,98.2,0.22,0.13,0.1,520027624,29/05/2019
7516,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201811,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.44,0.27,,0.1,0.56,,,,,,,,98.2,0.22,0.13,0.1,520027624,29/05/2019
7517,9924,הגומל גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201812,12/11/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,0.42,0.27,,-4.32,-3.78,,,,,,,,98.1,0.2,0.12,0.09,520027624,29/05/2019
7518,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201801,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.62,2.69,-3.04,-5.11,643.42,0.27,,1.36,1.36,,,,,,,,86.4,260.04,227.51,132.67,520027624,29/05/2019
7519,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201802,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.61,2.39,-3.05,-4.83,630.83,0.27,,-1.18,0.16,,,,,,,,86.1,259.16,227.44,131.79,520027624,29/05/2019
7520,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201803,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.60,2.28,-1.67,-3.35,621.75,0.27,,-0.89,-0.73,,,,,,,,86.1,244.29,222.11,126.68,520027624,29/05/2019
7521,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201804,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.63,1.13,-0.82,-1.32,626.97,0.27,,1.08,0.34,,,,,,,,86.1,249.48,228.87,134.03,520027624,29/05/2019
7522,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201805,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.60,2.30,-1.96,-3.66,625.13,0.27,,0.31,0.66,,,,,,,,86.7,257.18,239.92,130.09,520027624,29/05/2019
7523,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201806,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.59,1.98,-2.12,-3.51,621.22,0.27,,-0.05,0.61,,,,,,,,85.9,251.89,236.68,129.74,520027624,29/05/2019
7524,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201807,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.66,2.02,-1.72,-3.08,626.71,0.27,,1.41,2.02,,,,,,,,86.5,259.1,233.47,148.41,520027624,29/05/2019
7525,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201808,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.62,2.04,-1.28,-2.70,632.41,0.27,,1.36,3.41,,,,,,,,86.4,262.4,235.11,153.19,520027624,29/05/2019
7526,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201809,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.59,1.09,-1.27,-1.77,630.84,0.27,,0.06,3.47,,,,,,,,86.3,261.08,234.56,155.12,520027624,29/05/2019
7527,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201810,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.56,2.43,-1.00,-2.87,614.38,0.27,,-2.13,1.27,,,,,,,,86.4,253.06,228.23,145.62,520027624,29/05/2019
7528,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201811,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.56,2.18,-2.44,-4.06,611.06,0.27,,0.14,1.41,,,,,,,,86.4,256.21,222.34,226.19,520027624,29/05/2019
7529,9925,הגומל גמל לבני 50 עד 60,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201812,12/11/2015,עובדי סקטור מסויים,מדרגות,50-60,0.76,2.64,-2.14,-4.02,586.3,0.27,,-3.38,-2.02,7.85,,2.55,,,,,85.7,239.32,209.24,137.97,520027624,29/05/2019
7530,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201801,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.5,0.27,,0.99,0.99,,,,,,,,97,1.32,0.78,0.79,520027624,29/05/2019
7531,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201802,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.44,0.27,,-1.09,-0.11,,,,,,,,96.9,1.28,0.76,0.78,520027624,29/05/2019
7532,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201803,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.10,0.11,5.54,0.27,,-0.36,-0.47,,,,,,,,97,1.25,0.75,0.76,520027624,29/05/2019
7533,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201804,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.02,0.00,0.00,0.02,5.57,0.27,,0.39,-0.08,,,,,,,,97,1.28,0.77,0.79,520027624,29/05/2019
7534,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201805,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.6,0.27,,0.2,0.12,,,,,,,,96.8,1.3,0.77,0.78,520027624,29/05/2019
7535,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201806,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.61,0.27,,-0.06,0.06,,,,,,,,96.8,1.3,0.77,0.79,520027624,29/05/2019
7536,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201807,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.01,-0.14,-0.14,5.51,0.27,,0.82,0.88,,,,,,,,96.8,1.35,0.8,0.82,520027624,29/05/2019
7537,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201808,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.59,0.27,,1.05,1.94,,,,,,,,96.8,1.38,0.8,0.82,520027624,29/05/2019
7538,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201809,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.02,0.03,5.61,0.27,,-0.05,1.89,,,,,,,,96.8,1.37,0.8,0.82,520027624,29/05/2019
7539,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201810,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.02,-0.06,-0.07,5.46,0.27,,-1.43,0.43,,,,,,,,96.8,1.31,0.76,0.78,520027624,29/05/2019
7540,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201811,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.48,0.27,,0.18,0.61,,,,,,,,96.8,1.33,0.76,0.79,520027624,29/05/2019
7541,9926,הגומל גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,"הסתדרות המורים בישראל, אגודה עות'מאנית","הגומל חברה לניהול קופות גמל  בע""מ",201812,12/11/2015,עובדי סקטור מסויים,מדרגות,60 ומעלה,0.01,0.00,0.00,0.01,5.37,0.27,,-2.21,-1.61,5.6,,1.83,,,,,96.8,1.21,0.69,0.64,520027624,29/05/2019
7542,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201801,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,0.00,0.00,10.53,0.00,,1.83,1.83,,,,,,,,94.5,6.41,3.47,1.91,520014614,29/05/2019
7543,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201802,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.00,-1.22,-1.19,9.12,0.00,,-2.14,-0.35,,,,,,,,94.6,5.23,2.88,1.63,520014614,29/05/2019
7544,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201803,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.04,0.00,-0.41,-0.37,8.6,0.00,,-1.54,-1.88,,,,,,,,94,5.16,2.78,1.26,520014614,29/05/2019
7545,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201804,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.00,-0.78,-0.75,7.94,0.00,,1.08,-0.82,,,,,,,,93.5,4.74,2.6,1.25,520014614,29/05/2019
7546,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201805,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.00,-0.03,0.00,8,0.00,,0.69,-0.14,,,,,,,,93.8,4.81,2.62,1.28,520014614,29/05/2019
7547,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201806,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.04,0.00,-0.44,-0.40,7.57,0.00,,-0.5,-0.64,,,,,,,,94.8,4.71,2.54,1.5,520014614,29/05/2019
7548,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201807,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.02,0.86,0.87,8.59,0.00,,2.04,1.39,,,,,,,,95.9,5.33,2.86,1.69,520014614,29/05/2019
7549,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201808,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.00,-0.92,-0.89,7.86,0.00,,1.82,3.23,,,,,,,,96.1,4.84,2.53,1.31,520014614,29/05/2019
7550,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201809,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.07,0.00,-0.24,-0.17,7.68,0.00,,-0.12,3.11,,,,,,,,96.1,4.65,2.42,1.3,520014614,29/05/2019
7551,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201810,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.00,0.00,-0.56,-0.56,6.91,0.00,,-2.77,0.25,,,,,,,,96.1,4.09,2.11,1.29,520014614,29/05/2019
7552,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201811,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.03,0.00,0.09,0.12,7.07,0.00,,0.6,0.85,,,,,,,,96.3,4.06,2.07,1.3,520014614,29/05/2019
7553,9927,קופת התגמולים לעובדי בנק דיסקונט לבני  50 ומטה,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201812,21/12/2015,עובדי סקטור מסויים,מדרגות,עד 50,0.13,0.00,1.11,1.24,7.95,0.00,,-4.51,-3.69,4.61,,1.51,,,,,96.7,4.33,2.26,1.41,520014614,29/05/2019
7554,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201801,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,3.85,3.98,-55.63,-55.76,2030.52,0.00,,0.9,0.9,,,,,,,,88.2,750.03,503.34,345.98,520014614,29/05/2019
7555,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201802,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,8.09,3.90,-58.81,-54.62,1951.58,0.00,,-1.18,-0.29,,,,,,,,88.9,724.71,471.39,325.6,520014614,29/05/2019
7556,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201803,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,5.72,4.82,-36.09,-35.19,1898.45,0.00,,-0.92,-1.21,,,,,,,,88.9,639.93,422.42,314.46,520014614,29/05/2019
7557,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201804,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,4.68,6.73,-57.61,-59.66,1855.7,0.00,,0.91,-0.31,,,,,,,,88.6,657.76,443.29,334.5,520014614,29/05/2019
7558,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201805,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,5.26,5.64,-49.73,-50.11,1814.56,0.00,,0.49,0.18,,,,,,,,88.5,655.6,442.93,346.28,520014614,29/05/2019
7559,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201806,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,0.93,8.98,-58.09,-66.14,1747.26,0.00,,-0.07,0.11,,,,,,,,87.8,640.93,450.66,354.82,520014614,29/05/2019
7560,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201807,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,7.20,7.83,-45.29,-45.92,1722.85,0.00,,1.25,1.36,,,,,,,,88.3,638.94,434.19,349.02,520014614,29/05/2019
7561,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201808,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,10.37,6.25,-36.77,-32.65,1712.38,0.00,,1.31,2.69,,,,,,,,88.2,628.39,423.72,341.52,520014614,29/05/2019
7562,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201809,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,5.77,3.58,-7.89,-5.70,1706.89,0.00,,0.02,2.71,,,,,,,,88.1,629.1,425.03,345.86,520014614,29/05/2019
7563,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201810,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,8.99,6.00,-21.29,-18.30,1656.99,0.00,,-1.85,0.81,,,,,,,,88.1,605.85,415.25,294.87,520014614,29/05/2019
7564,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201811,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,2.67,4.65,-12.57,-14.55,1646.07,0.00,,0.23,1.04,,,,,,,,88.3,615.94,417.93,298.15,520014614,29/05/2019
7565,9928,קופת התגמולים לעובדי בנק דיסקונט לבני 50 עד 60,תגמולים ואישית לפיצויים,"ארגון עובדי בנק דיסקונט בישראל, אגודה עות'מאנית","החברה לניהול קופות גמל של עובדי בנק דיסקונט בע""מ",201812,21/12/2015,עובדי סקטור מסויים,מדרגות,50-60,38.55,7.61,-3.93,27.01,1618.99,0.00,,-3.29,-2.28,5.62,,1.84,,,,,89.4,551.52,377.86,272.88,520014614,29/05/2019
